1770791363.843341,MOUSE,5,-5,MOVE
1770791363.860008,MOUSE,6,-4,MOVE
1770791363.876674,MOUSE,7,-4,MOVE
1770791363.893341,MOUSE,7,-2,MOVE
1770791363.910007,MOUSE,8,-2,MOVE
1770791363.926674,MOUSE,9,-1,MOVE
1770791363.943341,MOUSE,9,-1,MOVE
1770791363.960007,MOUSE,10,1,MOVE
1770791363.976674,MOUSE,10,0,MOVE
1770791363.993341,MOUSE,11,2,MOVE
1770791364.010007,MOUSE,11,1,MOVE
1770791364.026674,MOUSE,12,3,MOVE
1770791364.043341,MOUSE,12,2,MOVE
1770791364.060007,MOUSE,13,3,MOVE
1770791364.076674,MOUSE,13,4,MOVE
1770791364.093341,MOUSE,13,4,MOVE
1770791364.110007,MOUSE,14,4,MOVE
1770791364.126674,MOUSE,13,4,MOVE
1770791364.143341,MOUSE,15,5,MOVE
1770791364.160007,MOUSE,14,5,MOVE
1770791364.176674,MOUSE,14,4,MOVE
1770791364.193341,MOUSE,15,5,MOVE
1770791364.210007,MOUSE,15,6,MOVE
1770791364.226674,MOUSE,15,5,MOVE
1770791364.243340,MOUSE,15,5,MOVE
1770791364.260007,MOUSE,15,5,MOVE
1770791364.276674,MOUSE,15,5,MOVE
1770791364.293340,MOUSE,16,5,MOVE
1770791364.310007,MOUSE,15,5,MOVE
1770791364.326674,MOUSE,15,5,MOVE
1770791364.343340,MOUSE,15,4,MOVE
1770791364.360007,MOUSE,15,4,MOVE
1770791364.376674,MOUSE,15,4,MOVE
1770791364.393340,MOUSE,15,4,MOVE
1770791364.410007,MOUSE,14,3,MOVE
1770791364.426674,MOUSE,15,3,MOVE
1770791364.443340,MOUSE,14,3,MOVE
1770791364.460007,MOUSE,13,2,MOVE
1770791364.476674,MOUSE,14,2,MOVE
1770791364.493340,MOUSE,13,1,MOVE
1770791364.510007,MOUSE,13,0,MOVE
1770791364.526674,MOUSE,13,0,MOVE
1770791364.543340,MOUSE,12,-1,MOVE
1770791364.560007,MOUSE,12,-1,MOVE
1770791364.576674,MOUSE,11,-2,MOVE
1770791364.593340,MOUSE,11,-3,MOVE
1770791364.610007,MOUSE,10,-4,MOVE
1770791364.626673,MOUSE,10,-4,MOVE
1770791364.643340,MOUSE,9,-5,MOVE
1770791364.660007,MOUSE,8,-6,MOVE
1770791364.676673,MOUSE,9,-7,MOVE
1770791364.693340,MOUSE,0,0,LEFT_DOWN
1770791364.716690,MOUSE,0,0,LEFT_UP
1770791364.811081,MOUSE,6,3,MOVE
1770791364.827748,MOUSE,3,2,MOVE
1770791364.844415,MOUSE,0,-1,MOVE
1770791364.861081,MOUSE,-5,-2,MOVE
1770791364.877748,MOUSE,-7,-3,MOVE
1770791364.894415,MOUSE,-11,-5,MOVE
1770791364.911081,MOUSE,-14,-7,MOVE
1770791364.927748,MOUSE,-16,-8,MOVE
1770791364.944415,MOUSE,-19,-9,MOVE
1770791364.961081,MOUSE,-21,-10,MOVE
1770791364.977748,MOUSE,-24,-11,MOVE
1770791364.994415,MOUSE,-25,-12,MOVE
1770791365.011081,MOUSE,-27,-13,MOVE
1770791365.027748,MOUSE,-29,-13,MOVE
1770791365.044415,MOUSE,-29,-14,MOVE
1770791365.061081,MOUSE,-31,-14,MOVE
1770791365.077748,MOUSE,-32,-14,MOVE
1770791365.094414,MOUSE,-33,-15,MOVE
1770791365.111081,MOUSE,-33,-15,MOVE
1770791365.127748,MOUSE,-33,-14,MOVE
1770791365.144414,MOUSE,-33,-14,MOVE
1770791365.161081,MOUSE,-33,-14,MOVE
1770791365.177748,MOUSE,-33,-14,MOVE
1770791365.194414,MOUSE,-33,-13,MOVE
1770791365.211081,MOUSE,-31,-13,MOVE
1770791365.227748,MOUSE,-31,-11,MOVE
1770791365.244414,MOUSE,-30,-11,MOVE
1770791365.261081,MOUSE,-28,-10,MOVE
1770791365.277748,MOUSE,-27,-9,MOVE
1770791365.294414,MOUSE,-25,-7,MOVE
1770791365.311081,MOUSE,-23,-6,MOVE
1770791365.327748,MOUSE,-21,-5,MOVE
1770791365.344414,MOUSE,-19,-3,MOVE
